Significantly Down-regulated protein groups: Injured vs Non-injured No Diet Kidney Lysate,,,,,,,,,,,,,,
897 Significantly down-regulated protein groups (log2(FC) <= -0.58 & q-value <= 0.01) ,,,,,,,,,,,,,,
120 min DIA sample files  were searched with 120 min Deep Library in Spectronaut v16,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
UniProtIds,Genes,ProteinDescriptions,ProteinNames,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# Unique Total Peptides,% Change,Ratio,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Q9D051,Pdhb,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",ODPB_MOUSE,-1.306832403,1.306832403,2.73E-09,8.53E-09,20,-59.57926119,0.404207388,"nucleus,nucleoplasm,mitochondrion,mitochondrial matrix,pyruvate dehydrogenase complex,extracellular exosome","pyruvate dehydrogenase activity,pyruvate dehydrogenase (acetyl-transferring) activity,pyruvate dehydrogenase (NAD+) activity","glucose metabolic process,acetyl-CoA biosynthetic process from pyruvate,tricarboxylic acid cycle,mitochondrial acetyl-CoA biosynthetic process from pyruvate",
Q9D3D9,Atp5d,"ATP synthase subunit delta, mitochondrial",ATPD_MOUSE,-1.229630838,1.229630838,2.49E-09,7.91E-09,5,-57.35734525,0.426426547,"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1),mitochondrion,mitochondrial envelope,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,proton-transporting ATP synthase complex","hydrogen ion transmembrane transporter activity,ATPase activity,proton-transporting ATP synthase activity, rotational mechanism","ATP synthesis coupled proton transport,proton transport,Requires Ontology",
Q3U3J1,Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Q3U3J1_MOUSE,-1.71804011,1.71804011,2.50E-09,7.91E-09,13,-69.60386301,0.30396137,,,,
Q5U5V2,Hykk,Hydroxylysine kinase,HYKK_MOUSE,-1.806070437,1.806070437,2.28E-09,7.29E-09,18,-71.40312189,0.285968781,"cellular_component,cytoplasm","molecular_function,hydroxylysine kinase activity","biological_process,phosphorylation",
Q9D826,Pipox,Peroxisomal sarcosine oxidase,SOX_MOUSE,-1.704158899,1.704158899,2.20E-09,7.10E-09,26,-69.3099883,0.306900117,peroxisome,"receptor binding,sarcosine oxidase activity,L-pipecolate oxidase activity","L-lysine catabolic process to acetyl-CoA via L-pipecolate,tetrahydrofolate metabolic process,oxidation-reduction process",
Q9QXX4,Slc25a13,Calcium-binding mitochondrial carrier protein Aralar2,CMC2_MOUSE,-1.306438624,1.306438624,2.18E-09,7.06E-09,32,-59.56822695,0.40431773,"mitochondrion,mitochondrial inner membrane,integral component of membrane","L-glutamate transmembrane transporter activity,calcium ion binding,L-aspartate transmembrane transporter activity","ATP biosynthetic process,aspartate transport,L-glutamate transport,malate-aspartate shuttle,cellular respiration,response to calcium ion,L-glutamate transmembrane transport,L-aspartate transmembrane transport",
Q9D6J6,Ndufv2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUV2_MOUSE,-1.177856644,1.177856644,2.11E-09,6.97E-09,10,-55.79923157,0.442007684,"mitochondrion,mitochondrial respiratory chain complex I,myelin sheath,plasma membrane respiratory chain complex I","NADH dehydrogenase (ubiquinone) activity,metal ion binding,2 iron, 2 sulfur cluster binding","mitochondrial electron transport, NADH to ubiquinone,nervous system development,cardiac muscle tissue development",
O70577,Slc22a2,Solute carrier family 22 member 2,S22A2_MOUSE,-2.006463641,2.006463641,2.14E-09,6.97E-09,5,-75.11175583,0.248882442,"integral component of plasma membrane,extracellular exosome","acetylcholine transmembrane transporter activity,dopamine transmembrane transporter activity,norepinephrine transmembrane transporter activity,secondary active organic cation transmembrane transporter activity,organic anion transmembrane transporter activity,organic cation transmembrane transporter activity,quaternary ammonium group transmembrane transporter activity","cation transport,neurotransmitter transport,organic cation transport,quaternary ammonium group transport,organic anion transport,dopamine transport,norepinephrine transport,ammonium transmembrane transport,acetate ester transport",
A0A0R4J0I6;Q80XL6,Acad11,Acyl-CoA dehydrogenase family member 11,A0A0R4J0I6_MOUSE;ACD11_MOUSE,-1.64508289,1.64508289,2.02E-09,6.76E-09,26,-68.02719752,0.319728025,";nucleus,mitochondrion,peroxisome,mitochondrial membrane",";acyl-CoA dehydrogenase activity,long-chain-acyl-CoA dehydrogenase activity,very-long-chain-acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity",;fatty acid beta-oxidation using acyl-CoA dehydrogenase,
P51881,Slc25a5,ADP/ATP translocase 2,ADT2_MOUSE,-1.218760339,1.218760339,1.99E-09,6.75E-09,27,-57.03482545,0.429651746,"nucleus,mitochondrion,mitochondrial inner membrane,membrane,integral component of membrane,extracellular matrix,mitochondrial nucleoid,myelin sheath,membrane raft,extracellular exosome,MMXD complex","RNA binding,ATP:ADP antiporter activity,ubiquitin protein ligase binding","chromosome segregation,positive regulation of cell proliferation,ADP transport,ATP transport,regulation of mitochondrial membrane permeability,transmembrane transport,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,cellular response to leukemia inhibitory factor",
P05202,Got2,"Aspartate aminotransferase, mitochondrial",AATM_MOUSE,-1.133051006,1.133051006,1.85E-09,6.32E-09,30,-54.40495376,0.455950462,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix,plasma membrane,cell surface,perikaryon,myelin sheath,protein complex,extracellular exosome","RNA binding,L-aspartate:2-oxoglutarate aminotransferase activity,phospholipid binding,kynurenine-oxoglutarate transaminase activity,amino acid binding,enzyme binding,pyridoxal phosphate binding,protein homodimerization activity,L-phenylalanine:2-oxoglutarate aminotransferase activity","2-oxoglutarate metabolic process,oxaloacetate metabolic process,aspartate metabolic process,aspartate biosynthetic process,aspartate catabolic process,glutamate metabolic process,fatty acid transport,glutamate catabolic process to aspartate,glutamate catabolic process to 2-oxoglutarate,response to ethanol,L-kynurenine metabolic process",
P70404,Idh3g,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",IDHG1_MOUSE,-1.226316632,1.226316632,1.85E-09,6.32E-09,14,-57.25927254,0.427407275,"nucleoplasm,nucleolus,mitochondrion","magnesium ion binding,isocitrate dehydrogenase (NAD+) activity,ATP binding,NAD binding","tricarboxylic acid cycle,isocitrate metabolic process",
O88343-2,Slc4a4,Isoform 2 of Electrogenic sodium bicarbonate cotransporter 1,S4A4_MOUSE,-1.701627619,1.701627619,1.81E-09,6.27E-09,23,-69.25609389,0.307439061,,,,
Q922Q1,2-Mar,Mitochondrial amidoxime reducing component 2,MARC2_MOUSE,-1.094910911,1.094910911,1.80E-09,6.26E-09,17,-53.18349671,0.468165033,"mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,peroxisome,extracellular exosome","nitrate reductase activity,molybdenum ion binding,pyridoxal phosphate binding,molybdopterin cofactor binding","nitrate metabolic process,oxidation-reduction process",
Q8K2B3,Sdha,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA_MOUSE,-1.246694257,1.246694257,1.79E-09,6.26E-09,36,-57.8587287,0.421412713,"nucleolus,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone),myelin sheath,plasma membrane succinate dehydrogenase complex","succinate dehydrogenase (ubiquinone) activity,electron carrier activity,flavin adenine dinucleotide binding,succinate dehydrogenase activity","tricarboxylic acid cycle,succinate metabolic process,mitochondrial electron transport, succinate to ubiquinone,nervous system development,anaerobic respiration,respiratory electron transport chain,oxidation-reduction process",
Q80W22,Thnsl2,Threonine synthase-like 2,THNS2_MOUSE,-1.332162994,1.332162994,1.75E-09,6.26E-09,25,-60.28276746,0.397172325,,"pyridoxal phosphate binding,serine binding,threonine synthase activity","serine family amino acid catabolic process,dephosphorylation,2-oxobutyrate biosynthetic process,threonine biosynthetic process",
O88428,Papss2,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,PAPS2_MOUSE,-1.693024804,1.693024804,1.80E-09,6.26E-09,36,-69.07221977,0.309277802,,"adenylylsulfate kinase activity,sulfate adenylyltransferase (ATP) activity,ATP binding,nucleotidyltransferase activity","sulfate assimilation,blood coagulation,phosphorylation,3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,bone development",
Q9WUR9,Ak4,"Adenylate kinase 4, mitochondrial",KAD4_MOUSE,-1.789238641,1.789238641,1.79E-09,6.26E-09,14,-71.06753079,0.289324692,"mitochondrion,mitochondrial matrix,extracellular exosome","adenylate kinase activity,nucleoside diphosphate kinase activity,ATP binding,GTP binding,nucleoside triphosphate adenylate kinase activity","liver development,nucleoside diphosphate phosphorylation,brain development,nucleoside triphosphate biosynthetic process,response to drug,AMP metabolic process,ATP metabolic process,GTP metabolic process",
Q3UEL5;Q8VC12,Uroc1,Urocanate hydratase,Q3UEL5_MOUSE;HUTU_MOUSE,-3.6160812,3.6160812,1.68E-09,6.09E-09,11,-91.84449061,0.081555094,;cytosol,;urocanate hydratase activity,";histidine catabolic process,histidine catabolic process to glutamate and formamide,histidine catabolic process to glutamate and formate",
H7BX88;P47934,Crat,Carnitine O-acetyltransferase,H7BX88_MOUSE;CACP_MOUSE,-1.726547893,1.726547893,1.66E-09,6.05E-09,15,-69.78258597,0.30217414,";mitochondrion,mitochondrial inner membrane,peroxisome,endoplasmic reticulum",";carnitine O-acetyltransferase activity,receptor binding",";fatty acid metabolic process,transport,carnitine metabolic process, CoA-linked",
Q8BGC4,Zadh2,Prostaglandin reductase-3,PTGR3_MOUSE,-1.014763511,1.014763511,1.63E-09,5.99E-09,10,-50.50905521,0.494909448,"mitochondrion,peroxisome","zinc ion binding,13-prostaglandin reductase activity,15-oxoprostaglandin 13-oxidase activity","prostaglandin metabolic process,negative regulation of fat cell differentiation,oxidation-reduction process",
Q3UXD9;Q99MZ7,Pecr,Peroxisomal trans-2-enoyl-CoA reductase,Q3UXD9_MOUSE;PECR_MOUSE,-1.51593176,1.51593176,1.55E-09,5.73E-09,14,-65.03294403,0.34967056,";mitochondrion,peroxisome,peroxisomal membrane,intracellular membrane-bounded organelle",";receptor binding,trans-2-enoyl-CoA reductase (NADPH) activity",";fatty acid elongation,phytol metabolic process,oxidation-reduction process",
P62897,Cycs,"Cytochrome c, somatic",CYC_MOUSE,-1.392100937,1.392100937,1.41E-09,5.25E-09,14,-61.89904503,0.38100955,"nucleus,mitochondrion,mitochondrial intermembrane space,cytosol,myelin sheath,respiratory chain","heme binding,electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity,metal ion binding","mitochondrial electron transport, ubiquinol to cytochrome c,mitochondrial electron transport, cytochrome c to oxygen,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c,hydrogen peroxide metabolic process",
Q91ZA3,Pcca,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA_MOUSE,-1.408881535,1.408881535,1.40E-09,5.25E-09,41,-62.33964602,0.37660354,"mitochondrion,mitochondrial matrix","biotin carboxylase activity,propionyl-CoA carboxylase activity,ATP binding,enzyme binding,metal ion binding",,
P35486,Pdha1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",ODPA_MOUSE,-1.397797816,1.397797816,1.39E-09,5.24E-09,25,-62.0492005,0.379507995,"nucleus,nucleolus,mitochondrion,mitochondrial matrix,myelin sheath,pyruvate dehydrogenase complex","pyruvate dehydrogenase activity,pyruvate dehydrogenase (acetyl-transferring) activity,pyruvate dehydrogenase (NAD+) activity","glucose metabolic process,acetyl-CoA biosynthetic process from pyruvate,tricarboxylic acid cycle,mitochondrial acetyl-CoA biosynthetic process from pyruvate",
P52825,Cpt2,"Carnitine O-palmitoyltransferase 2, mitochondrial",CPT2_MOUSE,-1.379754068,1.379754068,1.38E-09,5.23E-09,36,-61.57157026,0.384284297,"nucleoplasm,nucleolus,mitochondrion,mitochondrial inner membrane",carnitine O-palmitoyltransferase activity,"fatty acid metabolic process,transport",
Q8R0S9,Slc22a22,BC026439 protein,Q8R0S9_MOUSE,-2.603225253,2.603225253,1.38E-09,5.23E-09,2,-83.54298317,0.164570168,"integral component of plasma membrane,basolateral plasma membrane","prostaglandin receptor activity,inorganic anion exchanger activity,sodium-independent organic anion transmembrane transporter activity","G-protein coupled receptor signaling pathway,inorganic anion transport,sodium-independent organic anion transport,transmembrane transport,sodium-independent prostaglandin transport",
Q78J03,Msrb2,"Methionine-R-sulfoxide reductase B2, mitochondrial",MSRB2_MOUSE,-2.687629228,2.687629228,1.32E-09,5.10E-09,5,-84.47816776,0.155218322,mitochondrion,"actin binding,zinc ion binding,peptide-methionine (R)-S-oxide reductase activity,L-methionine-(R)-S-oxide reductase activity","response to oxidative stress,actin filament polymerization,protein repair,oxidation-reduction process",
Q9WV92-6,Epb41l3,Isoform 6 of Band 4.1-like protein 3,E41L3_MOUSE,-1.242309054,1.242309054,1.29E-09,4.99E-09,22,-57.73044159,0.422695584,,,,
Q99J39;Q99J39-2,Mlycd,"Malonyl-CoA decarboxylase, mitochondrial;Isoform Cytoplasmic+peroxisomal of Malonyl-CoA decarboxylase, mitochondrial",DCMC_MOUSE,-1.697803317,1.697803317,1.24E-09,4.84E-09,17,-69.1744897,0.308255103,"cytoplasm,mitochondrion,mitochondrial matrix,peroxisome,peroxisomal matrix,cytosol;","receptor binding,protein binding,malonyl-CoA decarboxylase activity;","response to ischemia,acetyl-CoA biosynthetic process,fatty acid biosynthetic process,regulation of glucose metabolic process,fatty acid oxidation,regulation of fatty acid beta-oxidation,positive regulation of fatty acid oxidation,malonyl-CoA catabolic process;",
Q8BWT1,Acaa2,"3-ketoacyl-CoA thiolase, mitochondrial",THIM_MOUSE,-1.344758569,1.344758569,1.15E-09,4.60E-09,32,-60.62801292,0.393719871,"mitochondrion,mitochondrial inner membrane,extracellular exosome","RNA binding,acetyl-CoA C-acyltransferase activity","fatty acid beta-oxidation,cellular response to hypoxia,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,negative regulation of mitochondrial membrane permeability involved in apoptotic process",
Q9WVK4,Ehd1,EH domain-containing protein 1,EHD1_MOUSE,-0.943040855,0.943040855,1.11E-09,4.59E-09,36,-47.98645965,0.520135403,"endosome,early endosome,lipid particle,plasma membrane,endosome membrane,membrane,ciliary pocket membrane,endocytic vesicle,platelet dense tubular network membrane,early endosome membrane,myelin sheath,perinuclear region of cytoplasm,recycling endosome membrane,extracellular exosome","calcium ion binding,protein binding,ATP binding,GTP binding,Rab GTPase binding,identical protein binding,cadherin binding","intracellular protein transport,endocytosis,positive regulation of cholesterol storage,endosomal transport,neuron projection development,endocytic recycling,low-density lipoprotein particle clearance,cholesterol homeostasis,protein homooligomerization,cilium morphogenesis,protein localization to cilium,positive regulation of myoblast fusion,cellular response to nerve growth factor stimulus,positive regulation of endocytic recycling",
G5E8C6;Q91YD6,Vill,Villin-like protein,G5E8C6_MOUSE;VILL_MOUSE,-1.448408485,1.448408485,1.11E-09,4.59E-09,19,-63.35745753,0.366425425,;cellular_component,;actin filament binding,";cytoskeleton organization,actin filament capping",
Q9DCY0,Keg1,Glycine N-acyltransferase-like protein Keg1,KEG1_MOUSE,-1.547665489,1.547665489,1.13E-09,4.59E-09,19,-65.79368705,0.342063129,"mitochondrion,centrosome,microtubule",glycine N-acyltransferase activity,,
Q9D687,Slc6a19,Sodium-dependent neutral amino acid transporter B(0)AT1,S6A19_MOUSE,-2.37921265,2.37921265,1.12E-09,4.59E-09,3,-80.77857301,0.19221427,"plasma membrane,integral component of plasma membrane,brush border membrane,extracellular exosome","neurotransmitter:sodium symporter activity,protein binding,neutral amino acid transmembrane transporter activity","neurotransmitter transport,response to nutrient,neutral amino acid transport,transmembrane transport",
Q3URE1,Acsf3,"Acyl-CoA synthetase family member 3, mitochondrial",ACSF3_MOUSE,-1.567925816,1.567925816,1.08E-09,4.54E-09,14,-66.2707023,0.337292977,mitochondrion,"ATP binding,acid-thiol ligase activity,malonyl-CoA synthetase activity","fatty acid metabolic process,fatty acid biosynthetic process,malonate catabolic process",
P03930,Mtatp8,ATP synthase protein 8,ATP8_MOUSE,-1.696298844,1.696298844,1.04E-09,4.44E-09,2,-69.14232743,0.308576726,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),mitochondrion,mitochondrial proton-transporting ATP synthase complex,integral component of membrane","hydrogen ion transmembrane transporter activity,ATPase activity","ATP synthesis coupled proton transport,response to hyperoxia",
E9QN44;Q8CIM3,D2hgdh,"D-2-hydroxyglutarate dehydrogenase, mitochondrial;D-2-hydroxyglutarate dehydrogenase, mitochondrial",E9QN44_MOUSE;D2HDH_MOUSE,-1.737708034,1.737708034,1.02E-09,4.44E-09,11,-70.01543463,0.299845654,;mitochondrion,";D-lactate dehydrogenase (cytochrome) activity,(R)-2-hydroxyglutarate dehydrogenase activity,FAD binding",";response to manganese ion,response to zinc ion,lactate oxidation,respiratory electron transport chain,response to cobalt ion,cellular protein metabolic process,response to magnesium ion,response to calcium ion",
Q3TCD4;Q9WUR2;Q9WUR2-2,Eci2,"Enoyl-CoA delta isomerase 2, mitochondrial;Enoyl-CoA delta isomerase 2, mitochondrial;Isoform 2 of Enoyl-CoA delta isomerase 2, mitochondrial",Q3TCD4_MOUSE;ECI2_MOUSE;ECI2_MOUSE,-1.75109677,1.75109677,1.04E-09,4.44E-09,12,-70.29241511,0.297075849,";nucleoplasm,mitochondrion,peroxisome,peroxisomal matrix,membrane,intracellular membrane-bounded organelle;",";fatty-acyl-CoA binding,dodecenoyl-CoA delta-isomerase activity,receptor binding;",";fatty acid beta-oxidation,fatty acid catabolic process;",
Q8BIJ6,Iars2,"Isoleucine--tRNA ligase, mitochondrial",SYIM_MOUSE,-1.186576824,1.186576824,9.52E-10,4.26E-09,25,-56.06559148,0.439344085,"mitochondrion,mitochondrial matrix,cytosol","tRNA binding,aminoacyl-tRNA editing activity,isoleucine-tRNA ligase activity,ATP binding","isoleucyl-tRNA aminoacylation,regulation of translational fidelity",
Q9DCX2,Atp5h,"ATP synthase subunit d, mitochondrial",ATP5H_MOUSE,-1.25567171,1.25567171,8.61E-10,3.95E-09,13,-58.12014682,0.418798532,"mitochondrial proton-transporting ATP synthase, stator stalk,nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,cytosol,myelin sheath,extracellular exosome","ATPase activity,proton-transporting ATP synthase activity, rotational mechanism","ATP synthesis coupled proton transport,Requires Ontology",
Q9DBM2,Ehhadh,Peroxisomal bifunctional enzyme,ECHP_MOUSE,-2.063155273,2.063155273,7.34E-10,3.49E-09,62,-76.07078911,0.239292109,"mitochondrion,peroxisome,cytosol","3-hydroxyacyl-CoA dehydrogenase activity,dodecenoyl-CoA delta-isomerase activity,enoyl-CoA hydratase activity,receptor binding,enzyme binding","internal protein amino acid acetylation,fatty acid beta-oxidation,acyl-CoA metabolic process",
A0A0R4J050,Acy1,Aminoacylase-1,A0A0R4J050_MOUSE,-2.517361532,2.517361532,7.41E-10,3.49E-09,20,-82.53379034,0.174662097,,,,
Q8JZN5,Acad9,"Acyl-CoA dehydrogenase family member 9, mitochondrial",ACAD9_MOUSE,-1.339067655,1.339067655,6.90E-10,3.30E-09,27,-60.47239784,0.395276022,"nucleus,mitochondrion,dendrite,mitochondrial membrane","long-chain-acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity","long-chain fatty acid metabolic process,mitochondrial respiratory chain complex I assembly,medium-chain fatty acid metabolic process,oxidation-reduction process",
Q9CQN1,Trap1,"Heat shock protein 75 kDa, mitochondrial",TRAP1_MOUSE,-1.216880642,1.216880642,6.39E-10,3.27E-09,33,-56.97880935,0.430211907,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,mitochondrial matrix,lipid particle,membrane,extracellular exosome","RNA binding,ATP binding,protein kinase binding,unfolded protein binding","protein folding,response to stress,translational attenuation,negative regulation of cellular respiration,negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide",
A0A0R4J083,Acadl,"Long-chain-specific acyl-CoA dehydrogenase, mitochondrial",A0A0R4J083_MOUSE,-1.259142347,1.259142347,6.76E-10,3.27E-09,21,-58.2207745,0.417792255,,,,
Q91XE0,Glyat,Glycine N-acyltransferase,GLYAT_MOUSE,-1.38439006,1.38439006,6.56E-10,3.27E-09,20,-61.69485891,0.383051411,"mitochondrion,extracellular exosome","glycine N-acyltransferase activity,glycine N-benzoyltransferase activity","glycine metabolic process,biological_process,response to toxic substance,monocarboxylic acid metabolic process",
Q9Z2I0,Letm1,"LETM1 and EF-hand domain-containing protein 1, mitochondrial",LETM1_MOUSE,-1.470392431,1.470392431,6.58E-10,3.27E-09,22,-63.91158794,0.360884121,"mitochondrion,mitochondrial inner membrane,integral component of membrane","calcium:proton antiporter activity,ribosome binding,metal ion binding","mitochondrial calcium ion transport,cellular metal ion homeostasis,protein hexamerization,cristae formation,protein homooligomerization,mitochondrial calcium ion homeostasis,Requires Ontology",
Q99L13,Hibadh,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",3HIDH_MOUSE,-1.71990212,1.71990212,6.70E-10,3.27E-09,19,-69.6430684,0.303569316,mitochondrion,"phosphogluconate dehydrogenase (decarboxylating) activity,3-hydroxyisobutyrate dehydrogenase activity,NAD binding","valine catabolic process,oxidation-reduction process",
Q9DCQ2,Aspdh,Putative L-aspartate dehydrogenase,ASPD_MOUSE,-2.20681119,2.20681119,6.69E-10,3.27E-09,13,-78.3387439,0.216612561,cellular_component,"aspartate dehydrogenase activity,NADP binding","NADP catabolic process,NAD biosynthetic process,oxidation-reduction process",
O35943,Fxn,"Frataxin, mitochondrial",FRDA_MOUSE,-1.328717284,1.328717284,6.10E-10,3.15E-09,3,-60.18779407,0.398122059,"mitochondrion,cytosol","ferroxidase activity,ferrous iron binding,ferric iron binding,iron chaperone activity,iron-sulfur cluster binding,2 iron, 2 sulfur cluster binding","oxidative phosphorylation,heme biosynthetic process,ion transport,cellular iron ion homeostasis,mitochondrion organization,adult walking behavior,positive regulation of cell proliferation,aerobic respiration,embryo development ending in birth or egg hatching,response to iron ion,regulation of ferrochelatase activity,iron-sulfur cluster assembly,protein autoprocessing,iron incorporation into metallo-sulfur cluster,proprioception,positive regulation of cell growth,cellular response to oxidative stress,negative regulation of multicellular organism growth,negative regulation of apoptotic process,positive regulation of catalytic activity,negative regulation of organ growth,positive regulation of lyase activity,cellular response to hydrogen peroxide,negative regulation of release of cytochrome c from mitochondria,positive regulation of succinate dehydrogenase activity,positive regulation of aconitate hydratase activity",
P50544,Acadvl,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADV_MOUSE,-1.222519302,1.222519302,5.78E-10,3.01E-09,39,-57.14662614,0.428533739,"nucleus,nucleolus,mitochondrion,mitochondrial inner membrane,cytosol,mitochondrial membrane,mitochondrial nucleoid","long-chain-acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding","temperature homeostasis,fatty acid catabolic process,response to cold,epithelial cell differentiation,fatty acid beta-oxidation using acyl-CoA dehydrogenase,negative regulation of fatty acid biosynthetic process,negative regulation of fatty acid oxidation,regulation of cholesterol metabolic process",
O54909,Rdh16,Cis-retinol androgen dehydrogenase 1,O54909_MOUSE,-1.797809389,1.797809389,5.41E-10,2.85E-09,9,-71.23890296,0.28761097,"endoplasmic reticulum lumen,integral component of organelle membrane","retinol dehydrogenase activity,protein homodimerization activity","9-cis-retinoic acid biosynthetic process,oxidation-reduction process",
Q07417,Acads,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADS_MOUSE,-1.413759139,1.413759139,5.33E-10,2.83E-09,22,-62.46675683,0.375332432,"nucleus,nucleoplasm,mitochondrion,mitochondrial matrix","acyl-CoA dehydrogenase activity,butyryl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",fatty acid beta-oxidation using acyl-CoA dehydrogenase,
P22315;Q544X6,Fech,"Ferrochelatase, mitochondrial;Ferrochelatase",HEMH_MOUSE;Q544X6_MOUSE,-1.089168451,1.089168451,4.99E-10,2.68E-09,14,-52.99677835,0.470032217,"mitochondrion,mitochondrial inner membrane;","ferrochelatase activity,iron ion binding,protein binding,heme binding,iron-responsive element binding,tetrapyrrole binding,2 iron, 2 sulfur cluster binding;","porphyrin-containing compound biosynthetic process,heme biosynthetic process,cholesterol metabolic process,response to light stimulus,detection of UV,regulation of gene expression,regulation of eIF2 alpha phosphorylation by heme,erythrocyte differentiation,very-low-density lipoprotein particle assembly,protoporphyrinogen IX metabolic process,regulation of hemoglobin biosynthetic process,iron ion homeostasis;",
Q9DBK0,Acot12,Acyl-coenzyme A thioesterase 12,ACO12_MOUSE,-1.682866766,1.682866766,4.87E-10,2.65E-09,19,-68.85368835,0.311463116,cytosol,"acetyl-CoA hydrolase activity,ATP binding,lipid binding,acyl-CoA hydrolase activity,carboxylic ester hydrolase activity","acetyl-CoA metabolic process,pyruvate metabolic process,fatty acid metabolic process",
D3Z7X0,Acad12,MCG142036,D3Z7X0_MOUSE,-1.833019424,1.833019424,4.85E-10,2.65E-09,18,-71.93234234,0.280676577,mitochondrion,"acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",fatty acid beta-oxidation using acyl-CoA dehydrogenase,
Q8VCN5,Cth,Cystathionine gamma-lyase,CGL_MOUSE,-1.855402744,1.855402744,4.86E-10,2.65E-09,21,-72.36444951,0.276355505,"cytoplasm,cytosol,extracellular exosome","cystathionine gamma-synthase activity,cystathionine gamma-lyase activity,protein binding,calmodulin binding,pyridoxal phosphate binding,identical protein binding,L-cystine L-cysteine-lyase (deaminating),L-cysteine desulfhydrase activity,selenomethionine gamma-lyase activity","selenium compound metabolic process,protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine,cysteine biosynthetic process via cystathionine,cysteine biosynthetic process,transsulfuration,negative regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,protein sulfhydration,positive regulation of NF-kappaB transcription factor activity,protein homotetramerization,hydrogen sulfide biosynthetic process,'de novo' L-methionine biosynthetic process,positive regulation of aortic smooth muscle cell differentiation,cellular response to leukemia inhibitory factor,negative regulation of apoptotic signaling pathway",
A0A0R4J023;Q9JLZ3,Auh,"Methylglutaconyl-CoA hydratase, mitochondrial;Methylglutaconyl-CoA hydratase, mitochondrial",A0A0R4J023_MOUSE;AUHM_MOUSE,-1.491101351,1.491101351,4.34E-10,2.49E-09,13,-64.42591268,0.355740873,;mitochondrion,";RNA binding,mRNA 3'-UTR binding,enoyl-CoA hydratase activity,methylglutaconyl-CoA hydratase activity",";nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,leucine catabolic process,fatty acid beta-oxidation",
Q99KI0,Aco2,"Aconitate hydratase, mitochondrial",ACON_MOUSE,-1.67012021,1.67012021,4.03E-10,2.39E-09,52,-68.57728398,0.31422716,"mitochondrion,myelin sheath","aconitate hydratase activity,iron ion binding,3 iron, 4 sulfur cluster binding,4 iron, 4 sulfur cluster binding","liver development,tricarboxylic acid cycle,citrate metabolic process,isocitrate metabolic process,response to isolation stress",
