Significantly Altered Protein Groups: No Diet Injured vs. Healthy Kidney Lysates,,,,,,,,,,,,,,,,,,,,
"2,226 significantly altered protein groups (|log2(FC)| ³ 0.58 & q-value ² 0.01)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,P58137,P58137,-1.673930817,1.673930817,1.43E-08,2.81E-08,16,P58137,Acot8,Acyl-coenzyme A thioesterase 8,ACOT8_MOUSE,11,-68.66017166,0.313398283,Injured,Non-injured,"mitochondrion,peroxisome,peroxisomal matrix","receptor binding,palmitoyl-CoA hydrolase activity,choloyl-CoA hydrolase activity,acyl-CoA hydrolase activity,carboxylic ester hydrolase activity,medium-chain acyl-CoA hydrolase activity","acyl-CoA metabolic process,fatty acid catabolic process,peroxisome fission,dicarboxylic acid catabolic process,negative regulation of CD4 biosynthetic process",
Injured / Non-injured,B1AZ42;P0C0A3,B1AZ42;P0C0A3,-1.674232798,1.674232798,0.002613958,0.00063412,16,B1AZ42;P0C0A3,Chmp6,Charged multivesicular body protein 6 (Fragment);Charged multivesicular body protein 6,B1AZ42_MOUSE;CHMP6_MOUSE,2,-68.66673094,0.313332691,Injured,Non-injured,";ESCRT III complex,endosome membrane,membrane,late endosome membrane,extracellular exosome",";protein complex binding,protein N-terminus binding",";cell separation after cytokinesis,nucleus organization,vacuolar transport,mitotic metaphase plate congression,negative regulation of epidermal growth factor-activated receptor activity,protein transport,viral budding via host ESCRT complex",
Injured / Non-injured,Q8BH97,Q8BH97,1.675338803,1.675338803,0.002634405,0.000638789,16,Q8BH97,Rcn3,Reticulocalbin-3,RCN3_MOUSE,11,219.3943525,3.193943525,Injured,Non-injured,endoplasmic reticulum lumen,calcium ion binding,biological_process,
Injured / Non-injured,P14246,P14246,-1.681028936,1.681028936,7.57E-07,6.29E-07,16,P14246,Slc2a2,"Solute carrier family 2, facilitated glucose transporter member 2",GTR2_MOUSE,5,-68.8139862,0.311860138,Injured,Non-injured,"cytoplasm,plasma membrane,brush border,cell-cell junction,integral component of membrane,apical plasma membrane","glucose transmembrane transporter activity,dehydroascorbic acid transporter activity,D-glucose transmembrane transporter activity","carbohydrate transport,glucose transport,endocrine pancreas development,dehydroascorbic acid transport,glucose transmembrane transport",
Injured / Non-injured,Q3UEG6,Q3UEG6,-1.681597432,1.681597432,3.75E-09,1.06E-08,16,Q3UEG6,Agxt2,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGT2_MOUSE,21,-68.82627267,0.311737273,Injured,Non-injured,mitochondrion,"alanine-glyoxylate transaminase activity,pyridoxal phosphate binding,identical protein binding,(R)-3-amino-2-methylpropionate-pyruvate transaminase activity","glyoxylate catabolic process,glycine biosynthetic process, by transamination of glyoxylate,L-alanine catabolic process, by transamination,positive regulation of nitric oxide biosynthetic process",
Injured / Non-injured,P24270,P24270,-1.682151874,1.682151874,4.81E-09,1.28E-08,16,P24270,Cat,Catalase,CATA_MOUSE,43,-68.83825074,0.311617493,Injured,Non-injured,"mitochondrion,mitochondrial intermembrane space,lysosome,peroxisome,peroxisomal membrane,endoplasmic reticulum,Golgi apparatus,cytosol,plasma membrane,focal adhesion,membrane,intracellular membrane-bounded organelle,extracellular exosome","aminoacylase activity,catalase activity,receptor binding,antioxidant activity,oxidoreductase activity, acting on peroxide as acceptor,enzyme binding,heme binding,protein homodimerization activity,metal ion binding,NADP binding","response to reactive oxygen species,osteoblast differentiation,ureteric bud development,response to hypoxia,triglyceride metabolic process,response to oxidative stress,aging,cholesterol metabolic process,aerobic respiration,response to light intensity,UV protection,response to ozone,response to lead ion,positive regulation of phosphatidylinositol 3-kinase signaling,response to activity,response to inactivity,hemoglobin metabolic process,negative regulation of NF-kappaB transcription factor activity,response to estradiol,response to insulin,response to vitamin A,response to vitamin E,response to L-ascorbic acid,response to drug,response to hydrogen peroxide,hydrogen peroxide catabolic process,negative regulation of apoptotic process,response to ethanol,response to cadmium ion,positive regulation of NF-kappaB transcription factor activity,protein tetramerization,protein homotetramerization,positive regulation of cell division,response to hyperoxia,response to fatty acid,cellular response to growth factor stimulus,response to phenylpropanoid,cellular oxidant detoxification",
Injured / Non-injured,Q9DBK0,Q9DBK0,-1.682866766,1.682866766,4.87E-10,2.65E-09,16,Q9DBK0,Acot12,Acyl-coenzyme A thioesterase 12,ACO12_MOUSE,19,-68.85368835,0.311463116,Injured,Non-injured,cytosol,"acetyl-CoA hydrolase activity,ATP binding,lipid binding,acyl-CoA hydrolase activity,carboxylic ester hydrolase activity","acetyl-CoA metabolic process,pyruvate metabolic process,fatty acid metabolic process",
Injured / Non-injured,P68510,P68510,1.684433006,1.684433006,2.10E-06,1.41E-06,16,P68510,Ywhah,14-3-3 protein eta,1433F_MOUSE,14,221.4140524,3.214140524,Injured,Non-injured,"cytoplasm,cytosol,plasma membrane,intercalated disc,cytoplasmic vesicle membrane,extracellular exosome","actin binding,protein binding,sodium channel regulator activity,enzyme binding,protein domain specific binding,glucocorticoid receptor binding,identical protein binding,ion channel binding,protein heterodimerization activity","regulation of sodium ion transport,glucocorticoid catabolic process,intracellular protein transport,cytoskeleton organization,regulation of mitotic nuclear division,substantia nigra development,glucocorticoid receptor signaling pathway,negative regulation of apoptotic process,positive regulation of transcription, DNA-templated,negative regulation of dendrite morphogenesis,membrane depolarization during action potential,regulation of sodium ion transmembrane transporter activity",
Injured / Non-injured,Q9JJU8,Q9JJU8,1.685083633,1.685083633,4.61E-06,2.71E-06,16,Q9JJU8,Sh3bgrl,SH3 domain-binding glutamic acid-rich-like protein,SH3L1_MOUSE,8,221.5590365,3.215590365,Injured,Non-injured,"extracellular space,cytoplasm,extracellular exosome","molecular_function,SH3 domain binding",biological_process,
Injured / Non-injured,Q922B1,Q922B1,-1.685265835,1.685265835,5.90E-09,1.49E-08,16,Q922B1,Macrod1,O-acetyl-ADP-ribose deacetylase MACROD1,MACD1_MOUSE,6,-68.90543878,0.310945612,Injured,Non-injured,"nucleus,nucleoplasm,mitochondrion","hydrolase activity, acting on glycosyl bonds,deacetylase activity","cellular response to DNA damage stimulus,purine nucleoside metabolic process,protein de-ADP-ribosylation",
Injured / Non-injured,P28352,P28352,1.68619168,1.68619168,6.02E-06,3.36E-06,16,P28352,Apex1,DNA-(apurinic or apyrimidinic site) lyase,APEX1_MOUSE,12,221.8061015,3.218061015,Injured,Non-injured,"nucleus,nucleoplasm,transcription factor complex,nucleolus,cytoplasm,mitochondrion,endoplasmic reticulum,centrosome,nuclear speck,perinuclear region of cytoplasm","DNA binding,damaged DNA binding,double-stranded telomeric DNA binding,transcription coactivator activity,RNA binding,DNA-(apurinic or apyrimidinic site) lyase activity,endoribonuclease activity,phosphoric diester hydrolase activity,double-stranded DNA exodeoxyribonuclease activity,double-stranded DNA 3'-5' exodeoxyribonuclease activity,3'-5' exonuclease activity,oxidoreductase activity,site-specific endodeoxyribonuclease activity, specific for altered base,chromatin DNA binding,protein complex binding,metal ion binding,NF-kappaB binding,Requires Ontology","telomere maintenance,DNA repair,base-excision repair,DNA recombination,transcription, DNA-templated,regulation of transcription, DNA-templated,aging,negative regulation of smooth muscle cell migration,response to drug,regulation of apoptotic process,regulation of mRNA stability,cell redox homeostasis,oxidation-reduction process,cellular response to hydrogen peroxide,cellular response to cAMP,cellular response to peptide hormone stimulus,DNA demethylation,RNA phosphodiester bond hydrolysis, endonucleolytic,telomere maintenance via base-excision repair,positive regulation of G1/S transition of mitotic cell cycle",
Injured / Non-injured,Q9CQI7,Q9CQI7,1.688793879,1.688793879,0.000137046,4.72E-05,16,Q9CQI7,Snrpb2,U2 small nuclear ribonucleoprotein B'',RU2B_MOUSE,5,222.3870691,3.223870691,Injured,Non-injured,"fibrillar center,spliceosomal complex,U1 snRNP,U2 snRNP,nuclear speck,catalytic step 2 spliceosome","protein binding,U1 snRNA binding,snRNA stem-loop binding,snRNP binding","mRNA splicing, via spliceosome",
Injured / Non-injured,A0A0R4J094,A0A0R4J094,-1.691941057,1.691941057,3.72E-10,2.28E-09,16,A0A0R4J094,Fahd2a,Fumarylacetoacetate hydrolase domain-containing protein 2A,A0A0R4J094_MOUSE,12,-69.04897821,0.309510218,Injured,Non-injured,,,,
Injured / Non-injured,P62305,P62305,1.692108588,1.692108588,1.34E-08,2.64E-08,16,P62305,Snrpe,Small nuclear ribonucleoprotein E,RUXE_MOUSE,3,223.1286312,3.231286312,Injured,Non-injured,"nucleus,U5 snRNP,U7 snRNP,U1 snRNP,U2 snRNP,U4 snRNP,cytosol,methylosome,pICln-Sm protein complex,SMN-Sm protein complex,U4/U6 x U5 tri-snRNP complex,precatalytic spliceosome",RNA binding,"spliceosomal snRNP assembly,hair cycle",
Injured / Non-injured,Q3URS9;Q3URS9-2,Q3URS9;Q3URS9-2,-1.692983411,1.692983411,2.74E-08,4.56E-08,16,Q3URS9;Q3URS9-2,Ccdc51,Coiled-coil domain-containing protein 51;Isoform 2 of Coiled-coil domain-containing protein 51,CCD51_MOUSE,3,-69.0713324,0.309286676,Injured,Non-injured,"mitochondrion,integral component of membrane;",molecular_function;,biological_process;,
Injured / Non-injured,O88428,O88428,-1.693024804,1.693024804,1.80E-09,6.26E-09,16,O88428,Papss2,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,PAPS2_MOUSE,36,-69.07221977,0.309277802,Injured,Non-injured,,"adenylylsulfate kinase activity,sulfate adenylyltransferase (ATP) activity,ATP binding,nucleotidyltransferase activity","sulfate assimilation,blood coagulation,phosphorylation,3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,bone development",
Injured / Non-injured,Q9D832,Q9D832,1.693195779,1.693195779,1.17E-07,1.37E-07,16,Q9D832,Dnajb4,DnaJ homolog subfamily B member 4,DNJB4_MOUSE,7,223.3722274,3.233722274,Injured,Non-injured,"cytosol,plasma membrane,extracellular exosome","ATPase activator activity,unfolded protein binding,chaperone binding","protein folding,positive regulation of ATPase activity",
Injured / Non-injured,P16110;Q8C253,P16110;Q8C253,1.694416953,1.694416953,8.37E-07,6.81E-07,16,P16110;Q8C253,Lgals3,Galectin-3;Galectin,LEG3_MOUSE;Q8C253_MOUSE,9,223.6460628,3.236460628,Injured,Non-injured,"immunological synapse,extracellular region,proteinaceous extracellular matrix,extracellular space,nucleus,spliceosomal complex,cytoplasm,mitochondrial inner membrane,external side of plasma membrane,cell surface,membrane,extracellular matrix,extracellular exosome,glial cell projection;","RNA binding,protein binding,IgE binding,carbohydrate binding,chemoattractant activity,laminin binding;","skeletal system development,monocyte chemotaxis,mRNA processing,receptor-mediated endocytosis,RNA splicing,cell differentiation,extracellular matrix organization,neutrophil chemotaxis,regulation of T cell proliferation,innate immune response,negative regulation of endocytosis,eosinophil chemotaxis,macrophage chemotaxis,negative regulation of T cell receptor signaling pathway,positive chemotaxis,regulation of T cell apoptotic process,mononuclear cell migration,positive regulation of mononuclear cell migration,positive regulation of calcium ion import,regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of immunological synapse formation,negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,negative regulation of extrinsic apoptotic signaling pathway,maintenance of protein location;",
Injured / Non-injured,A2A8L5,A2A8L5,-1.695595938,1.695595938,0.001664701,0.000422933,14,A2A8L5,Ptprf,Receptor-type tyrosine-protein phosphatase F,PTPRF_MOUSE,2,-69.12728939,0.308727106,Injured,Non-injured,"integral component of membrane,neuron projection,neuronal cell body,extracellular exosome","phosphoprotein phosphatase activity,protein tyrosine phosphatase activity,heparin binding,protein complex binding,chondroitin sulfate proteoglycan binding","cell adhesion,regulation of neuron projection development,cell migration,neuron projection regeneration,peptidyl-tyrosine dephosphorylation,regulation of axon regeneration,negative regulation of receptor binding",
Injured / Non-injured,P03930,P03930,-1.696298844,1.696298844,1.04E-09,4.44E-09,16,P03930,Mtatp8,ATP synthase protein 8,ATP8_MOUSE,2,-69.14232743,0.308576726,Injured,Non-injured,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),mitochondrion,mitochondrial proton-transporting ATP synthase complex,integral component of membrane","hydrogen ion transmembrane transporter activity,ATPase activity","ATP synthesis coupled proton transport,response to hyperoxia",
Injured / Non-injured,Q9JJ28,Q9JJ28,1.696693547,1.696693547,4.02E-05,1.64E-05,16,Q9JJ28,Flii,Protein flightless-1 homolog,FLII_MOUSE,18,224.157184,3.24157184,Injured,Non-injured,"nucleoplasm,microtubule organizing center,cytosol,brush border,focal adhesion","actin binding,protein binding,actin filament binding","transcription, DNA-templated,regulation of transcription, DNA-templated,multicellular organism development,actin cytoskeleton organization,actin filament severing",
Injured / Non-injured,Q9JHU9,Q9JHU9,1.697080656,1.697080656,2.38E-07,2.40E-07,16,Q9JHU9,Isyna1,Inositol-3-phosphate synthase 1,INO1_MOUSE,12,224.2441748,3.242441748,Injured,Non-injured,cytoplasm,inositol-3-phosphate synthase activity,"inositol biosynthetic process,phospholipid biosynthetic process",
Injured / Non-injured,P52196,P52196,-1.697550381,1.697550381,1.53E-07,1.68E-07,16,P52196,Tst,Thiosulfate sulfurtransferase,THTR_MOUSE,14,-69.16908485,0.308309152,Injured,Non-injured,"extracellular space,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,extracellular exosome","thiosulfate sulfurtransferase activity,5S rRNA binding","epithelial cell differentiation,rRNA import into mitochondrion,rRNA transport",
Injured / Non-injured,Q99J39;Q99J39-2,Q99J39;Q99J39-2,-1.697803317,1.697803317,1.24E-09,4.84E-09,16,Q99J39;Q99J39-2,Mlycd,"Malonyl-CoA decarboxylase, mitochondrial;Isoform Cytoplasmic+peroxisomal of Malonyl-CoA decarboxylase, mitochondrial",DCMC_MOUSE,17,-69.1744897,0.308255103,Injured,Non-injured,"cytoplasm,mitochondrion,mitochondrial matrix,peroxisome,peroxisomal matrix,cytosol;","receptor binding,protein binding,malonyl-CoA decarboxylase activity;","response to ischemia,acetyl-CoA biosynthetic process,fatty acid biosynthetic process,regulation of glucose metabolic process,fatty acid oxidation,regulation of fatty acid beta-oxidation,positive regulation of fatty acid oxidation,malonyl-CoA catabolic process;",
Injured / Non-injured,E9Q828;F7AAP4;Q6Q477;Q6Q477-2,E9Q828;F7AAP4;Q6Q477;Q6Q477-2,-1.698735628,1.698735628,4.59E-06,2.70E-06,14,E9Q828;F7AAP4;Q6Q477;Q6Q477-2,Atp2b4,Calcium-transporting ATPase;Calcium-transporting ATPase;Plasma membrane calcium-transporting ATPase 4;Isoform 2 of Plasma membrane calcium-transporting ATPase 4,E9Q828_MOUSE;F7AAP4_MOUSE;AT2B4_MOUSE;AT2B4_MOUSE,4,-69.19440359,0.308055964,Injured,Non-injured,";;plasma membrane,integral component of plasma membrane,membrane,basolateral plasma membrane,Z disc,T-tubule,sperm flagellum,sarcolemma,neuron projection,intracellular membrane-bounded organelle,sperm principal piece;",";;calcium-transporting ATPase activity,calmodulin binding,ATP binding,protein kinase binding,PDZ domain binding,protein phosphatase 2B binding,nitric-oxide synthase inhibitor activity,metal ion binding,nitric-oxide synthase binding;",";;neural retina development,regulation of transcription from RNA polymerase II promoter,calcium ion transport,cellular calcium ion homeostasis,spermatogenesis,negative regulation of nitric oxide mediated signal transduction,hippocampus development,flagellated sperm motility,positive regulation of peptidyl-serine phosphorylation,negative regulation of nitric oxide biosynthetic process,negative regulation of nitric-oxide synthase activity,response to hydrostatic pressure,calcium ion transmembrane transport,negative regulation of calcineurin-NFAT signaling cascade,cellular response to epinephrine stimulus,negative regulation of the force of heart contraction,Requires Ontology,negative regulation of arginine catabolic process,negative regulation of adrenergic receptor signaling pathway involved in heart process,calcium ion export,regulation of cell cycle G1/S phase transition,negative regulation of cardiac muscle hypertrophy in response to stress,negative regulation of citrulline biosynthetic process,positive regulation of cAMP-dependent protein kinase activity;",
Injured / Non-injured,O88343-2,O88343-2,-1.701627619,1.701627619,1.81E-09,6.27E-09,16,O88343-2,Slc4a4,Isoform 2 of Electrogenic sodium bicarbonate cotransporter 1,S4A4_MOUSE,23,-69.25609389,0.307439061,Injured,Non-injured,,,,
Injured / Non-injured,Q8CC88,Q8CC88,-1.701769517,1.701769517,4.36E-11,6.09E-10,16,Q8CC88,Vwa8,von Willebrand factor A domain-containing protein 8,VWA8_MOUSE,70,-69.25911758,0.307408824,Injured,Non-injured,"extracellular region,mitochondrion","molecular_function,ATP binding,ATPase activity",biological_process,
Injured / Non-injured,Q9D826,Q9D826,-1.704158899,1.704158899,2.20E-09,7.10E-09,16,Q9D826,Pipox,Peroxisomal sarcosine oxidase,SOX_MOUSE,26,-69.3099883,0.306900117,Injured,Non-injured,peroxisome,"receptor binding,sarcosine oxidase activity,L-pipecolate oxidase activity","L-lysine catabolic process to acetyl-CoA via L-pipecolate,tetrahydrofolate metabolic process,oxidation-reduction process",
Injured / Non-injured,F8WGX5;Q6PNC0,F8WGX5;Q6PNC0,-1.704494695,1.704494695,0.011590631,0.002444971,7,F8WGX5;Q6PNC0,Dmxl1,DmX-like protein 1,F8WGX5_MOUSE;DMXL1_MOUSE,2,-69.31713076,0.306828692,Injured,Non-injured,;RAVE complex,;molecular_function,";vacuolar acidification,vacuolar proton-transporting V-type ATPase complex assembly",
Injured / Non-injured,A0A0N4SVC2;E9QP00;Q6PFR5,A0A0N4SVC2;E9QP00;Q6PFR5,1.708901359,1.708901359,2.44E-08,4.19E-08,16,A0A0N4SVC2;E9QP00;Q6PFR5,Tra2a,Transformer-2 protein homolog alpha,A0A0N4SVC2_MOUSE;E9QP00_MOUSE;TRA2A_MOUSE,3,226.9117787,3.269117787,Injured,Non-injured,";;nucleus,nucleolus,intracellular membrane-bounded organelle",";;RNA binding,protein binding,identical protein binding",";;mRNA splicing, via spliceosome,positive regulation of mRNA splicing, via spliceosome",
Injured / Non-injured,Q924C1,Q924C1,1.711842438,1.711842438,9.40E-05,3.40E-05,16,Q924C1,Xpo5,Exportin-5,XPO5_MOUSE,4,227.5789011,3.275789011,Injured,Non-injured,"nucleus,nucleoplasm,cytoplasm,cytosol,micro-ribonucleoprotein complex,nuclear RNA export factor complex,RNA nuclear export complex","tRNA binding,RNA binding,mRNA binding,nuclear export signal receptor activity,Ran GTPase binding,protein transporter activity,pre-miRNA binding,pre-miRNA transporter activity","RNA export from nucleus,protein export from nucleus,pre-miRNA export from nucleus,regulation of protein export from nucleus,positive regulation of RNA interference",
Injured / Non-injured,Q9D883,Q9D883,1.712817464,1.712817464,1.25E-06,9.20E-07,16,Q9D883,U2af1,Splicing factor U2AF 35 kDa subunit,U2AF1_MOUSE,11,227.8003657,3.278003657,Injured,Non-injured,"spliceosomal complex,nuclear speck,U2AF","protein binding,pre-mRNA 3'-splice site binding,metal ion binding,RS domain binding","mRNA splicing, via spliceosome",
Injured / Non-injured,D3YTQ3;F6VQH5;Q9Z130,D3YTQ3;F6VQH5;Q9Z130,1.716090435,1.716090435,1.10E-07,1.33E-07,16,D3YTQ3;F6VQH5;Q9Z130,Hnrnpdl,Heterogeneous nuclear ribonucleoprotein D-like;Heterogeneous nuclear ribonucleoprotein D-like (Fragment);Heterogeneous nuclear ribonucleoprotein D-like,D3YTQ3_MOUSE;F6VQH5_MOUSE;HNRDL_MOUSE,6,228.5448744,3.285448744,Injured,Non-injured,";;nucleus,nucleoplasm,cytoplasm,extracellular exosome",";;DNA binding,double-stranded DNA binding,single-stranded DNA binding,RNA binding,poly(A) binding,poly(G) binding",";;transcription, DNA-templated,regulation of transcription, DNA-templated,regulation of gene expression,mRNA metabolic process",
Injured / Non-injured,A0A0G2JGX4;Q6PIC6;Q8VCE0,A0A0G2JGX4;Q6PIC6;Q8VCE0,-1.717466516,1.717466516,4.68E-06,2.74E-06,16,A0A0G2JGX4;Q6PIC6;Q8VCE0,Atp1a3,Sodium/potassium-transporting ATPase subunit alpha;Sodium/potassium-transporting ATPase subunit alpha-3;Sodium/potassium-transporting ATPase subunit alpha,A0A0G2JGX4_MOUSE;AT1A3_MOUSE;Q8VCE0_MOUSE,2,-69.59177555,0.304082244,Injured,Non-injured,";nucleus,cytoplasm,endoplasmic reticulum,Golgi apparatus,plasma membrane,sodium:potassium-exchanging ATPase complex,axon,sarcolemma,neuronal cell body,myelin sheath,dendritic spine neck,dendritic spine head,synapse,extracellular vesicle;",";beta-amyloid binding,sodium:potassium-exchanging ATPase activity,ATP binding,D1 dopamine receptor binding,heparan sulfate proteoglycan binding,metal ion binding,chaperone binding,sodium:potassium-exchanging ATPase activity involved in regulation of cardiac muscle cell membrane potential;",";cellular sodium ion homeostasis,memory,adult locomotory behavior,visual learning,potassium ion import,establishment or maintenance of transmembrane electrochemical gradient,cerebral cortex development,cellular potassium ion homeostasis,ionotropic glutamate receptor signaling pathway,sodium ion export from cell,response to drug,cardiac muscle contraction,cellular response to retinoic acid,regulation of cardiac muscle cell membrane potential,ATP hydrolysis coupled transmembrane transport,cellular response to thyroid hormone stimulus,cellular response to beta-amyloid,neuron projection maintenance;",
Injured / Non-injured,Q3U3J1,Q3U3J1,-1.71804011,1.71804011,2.50E-09,7.91E-09,16,Q3U3J1,Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Q3U3J1_MOUSE,13,-69.60386301,0.30396137,Injured,Non-injured,,,,
Injured / Non-injured,Q99L13,Q99L13,-1.71990212,1.71990212,6.70E-10,3.27E-09,16,Q99L13,Hibadh,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",3HIDH_MOUSE,19,-69.6430684,0.303569316,Injured,Non-injured,mitochondrion,"phosphogluconate dehydrogenase (decarboxylating) activity,3-hydroxyisobutyrate dehydrogenase activity,NAD binding","valine catabolic process,oxidation-reduction process",
Injured / Non-injured,Q9D172,Q9D172,-1.720674632,1.720674632,1.06E-08,2.22E-08,16,Q9D172,D10Jhu81e,"ES1 protein homolog, mitochondrial",ES1_MOUSE,14,-69.6593191,0.303406809,Injured,Non-injured,mitochondrion,molecular_function,biological_process,
Injured / Non-injured,Q8BKC5,Q8BKC5,1.721015481,1.721015481,1.24E-06,9.15E-07,16,Q8BKC5,Ipo5,Importin-5,IPO5_MOUSE,19,229.6683714,3.296683714,Injured,Non-injured,"nucleus,cytoplasm,membrane,nuclear membrane,nuclear periphery","RNA binding,protein binding,nuclear localization sequence binding,Ran GTPase binding,protein transporter activity","protein import into nucleus, translocation,NLS-bearing protein import into nucleus,ribosomal protein import into nucleus,positive regulation of protein import into nucleus,cellular response to amino acid stimulus",
Injured / Non-injured,Q3U0B3,Q3U0B3,-1.72127815,1.72127815,6.94E-05,2.62E-05,16,Q3U0B3,Dhrs11,Dehydrogenase/reductase SDR family member 11,DHR11_MOUSE,8,-69.67200876,0.303279912,Injured,Non-injured,"cellular_component,extracellular region","nucleotide binding,3-keto sterol reductase activity,estradiol 17-beta-dehydrogenase activity,17-beta-ketosteroid reductase activity,17-beta-hydroxysteroid dehydrogenase (NADP+) activity","steroid biosynthetic process,estrogen biosynthetic process,oxidation-reduction process",
Injured / Non-injured,Q9D7J9,Q9D7J9,-1.722823373,1.722823373,1.19E-05,5.84E-06,16,Q9D7J9,Echdc3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",ECHD3_MOUSE,8,-69.70447468,0.302955253,Injured,Non-injured,mitochondrion,"molecular_function,catalytic activity","biological_process,metabolic process",
Injured / Non-injured,Q9D8I3,Q9D8I3,-1.724320218,1.724320218,5.02E-07,4.50E-07,16,Q9D8I3,Glod5,Glyoxalase domain-containing protein 5,GLOD5_MOUSE,7,-69.73589101,0.30264109,Injured,Non-injured,cellular_component,molecular_function,biological_process,
Injured / Non-injured,P43276,P43276,1.726249194,1.726249194,3.85E-05,1.58E-05,16,P43276,Hist1h1b,Histone H1.5,H15_MOUSE,8,230.8664924,3.308664924,Injured,Non-injured,"nucleosome,nucleus","DNA binding,protein binding","nucleosome assembly,muscle organ development",
Injured / Non-injured,H7BX88;P47934,H7BX88;P47934,-1.726547893,1.726547893,1.66E-09,6.05E-09,16,H7BX88;P47934,Crat,Carnitine O-acetyltransferase,H7BX88_MOUSE;CACP_MOUSE,15,-69.78258597,0.30217414,Injured,Non-injured,";mitochondrion,mitochondrial inner membrane,peroxisome,endoplasmic reticulum",";carnitine O-acetyltransferase activity,receptor binding",";fatty acid metabolic process,transport,carnitine metabolic process, CoA-linked",
Injured / Non-injured,Q9CPP0,Q9CPP0,1.728575385,1.728575385,5.00E-06,2.89E-06,16,Q9CPP0,Npm3,Nucleoplasmin-3,NPM3_MOUSE,2,231.4004094,3.314004094,Injured,Non-injured,"nucleolus,cytosol,actin cytoskeleton","RNA binding,protein binding","rRNA processing,rRNA transcription",
Injured / Non-injured,Q6XPS7,Q6XPS7,-1.730822193,1.730822193,0.007918905,0.001729416,16,Q6XPS7,Tha1,L-threonine aldolase,Q6XPS7_MOUSE,5,-69.87197918,0.301280208,Injured,Non-injured,cytosol,L-allo-threonine aldolase activity,"glycine biosynthetic process,threonine catabolic process",
Injured / Non-injured,G3X8X7;Q920Q4,G3X8X7;Q920Q4,1.731859106,1.731859106,0.009309043,0.001995331,14,G3X8X7;Q920Q4,Vps16,Vacuolar protein sorting 16 (Yeast);Vacuolar protein sorting-associated protein 16 homolog,G3X8X7_MOUSE;VPS16_MOUSE,8,232.1555696,3.321555696,Injured,Non-injured,";lysosome,lysosomal membrane,early endosome,late endosome,autophagosome,actin filament,clathrin-coated vesicle,HOPS complex,early endosome membrane,late endosome membrane,CORVET complex,recycling endosome,AP-3 adaptor complex",";actin binding,protein binding",";intracellular protein transport,vacuole organization,endosome to lysosome transport,endosomal transport,regulation of vacuole fusion, non-autophagic,regulation of SNARE complex assembly,viral entry into host cell,autophagosome maturation",
Injured / Non-injured,O70145,O70145,1.732403746,1.732403746,0.004074801,0.000946132,12,O70145,Ncf2,Neutrophil cytosol factor 2,NCF2_MOUSE,5,232.2809872,3.322809872,Injured,Non-injured,"acrosomal vesicle,nucleolus,cytoplasm,cytosol,NADPH oxidase complex","protein binding,protein C-terminus binding,superoxide-generating NADPH oxidase activator activity,Rac GTPase binding,superoxide-generating NADPH oxidase activity","NADP catabolic process,superoxide metabolic process,phagocytosis,superoxide anion generation,positive regulation of catalytic activity,respiratory burst,oxidation-reduction process",
Injured / Non-injured,Q9JK42,Q9JK42,-1.73289554,1.73289554,5.76E-08,8.17E-08,16,Q9JK42,Pdk2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",PDK2_MOUSE,8,-69.91524611,0.300847539,Injured,Non-injured,"nucleoplasm,mitochondrion,cytosol,mitochondrial pyruvate dehydrogenase complex","pyruvate dehydrogenase (acetyl-transferring) kinase activity,protein binding,ATP binding,protein homodimerization activity","glucose metabolic process,regulation of gluconeogenesis,protein phosphorylation,regulation of pH,insulin receptor signaling pathway,regulation of acetyl-CoA biosynthetic process from pyruvate,regulation of cellular ketone metabolic process,regulation of glucose metabolic process,cellular response to nutrient,cellular response to reactive oxygen species,glucose homeostasis,intrinsic apoptotic signaling pathway by p53 class mediator",
